id,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2968647,2008,5,28,3,1759,1745,2253,2227,CO,1632,N14341,234,222,187,26,14,IAH,LGA,1416,7,40,0,N,0,14,0,12,0,0
1898680,2008,4,7,1,2101,2025,2237,2205,XE,3097,N16954,96,100,65,32,36,PIT,EWR,319,8,23,0,N,0,0,0,0,10,22
2363338,2008,4,3,4,1424,1418,1508,1515,CO,1672,N36272,164,177,146,-7,6,IAH,PHX,1009,3,15,0,N,0,,,,,
486272,2008,1,17,4,1533,1330,2027,1759,AA,510,N510AA,234,209,197,148,123,PHX,ORD,1440,12,25,0,N,0,0,0,148,0,0
2473178,2008,5,28,3,1918,1905,2034,2030,WN,2972,N415WN,76,85,64,4,13,SAN,SFO,447,4,8,0,N,0,,,,,
6717250,2008,12,20,6,1241,1200,1426,1350,US,1990,N530AU,105,110,87,36,41,RSW,CLT,600,4,14,0,N,0,0,0,0,0,36
2347034,2008,4,7,1,1956,1825,2311,2151,CO,784,N33262,375,386,314,80,91,EWR,PDX,2433,5,56,0,N,0,17,0,0,0,63
1671058,2008,3,15,6,1213,1200,1354,1315,AA,617,N3AEAA,221,195,195,39,13,DFW,SNA,1205,9,17,0,N,0,6,0,26,0,7
834592,2008,2,23,6,2348,2045,255,2355,UA,828,N520UA,127,130,109,180,183,ORD,BOS,867,5,13,0,N,0,0,0,0,0,180
2873043,2008,5,6,2,1348,1140,1601,1355,AA,413,N5CMAA,253,255,229,126,128,ORD,SNA,1726,6,18,0,N,0,116,0,0,0,10
6789215,2008,12,1,1,1658,1642,1905,1834,FL,246,N308AT,127,112,91,31,16,ATL,FNT,644,21,15,0,N,0,0,0,15,0,16
3778372,2008,7,20,7,2355,1750,225,2015,OH,5257,N653CA,150,145,86,370,365,EWR,CVG,569,6,58,0,N,0,0,365,5,0,0
445082,2008,1,11,5,1532,1500,2017,1945,NW,1220,N304US,165,165,143,32,32,DEN,DTW,1123,9,13,0,N,0,32,0,0,0,0
407837,2008,1,22,2,755,720,1128,1015,MQ,4210,N839AE,153,115,89,73,35,ORD,RIC,642,3,61,0,N,0,0,35,38,0,0
351482,2008,1,21,1,831,820,947,916,F9,765,N945FR,136,116,100,31,11,DEN,LAS,629,6,30,0,N,0,8,0,23,0,0
2150884,2008,4,18,5,921,815,1152,1053,FL,634,N991AT,151,158,138,59,66,ROC,TPA,1079,4,9,0,N,0,59,0,0,0,0
6611367,2008,12,19,5,2354,2045,150,2255,OH,6876,N653CA,116,130,92,175,189,CVG,JFK,589,15,9,0,N,0,0,0,175,0,0
3834227,2008,7,2,3,1327,1154,1938,1805,UA,102,N574UA,251,251,231,93,93,SFO,ORD,1846,2,18,0,N,0,0,0,30,0,63
640256,2008,2,13,3,2121,1800,152,2245,WN,1019,N603SW,151,165,138,187,201,LAS,MCI,1140,3,10,0,N,0,0,153,0,0,34
4131672,2008,7,15,2,1642,1600,2015,1930,AA,1578,N4YCAA,153,150,124,45,42,STL,LGA,887,4,25,0,N,0,0,0,45,0,0
6282660,2008,11,23,7,845,610,951,730,MQ,3193,N828MQ,66,80,46,141,155,LAX,SJC,308,2,18,0,N,0,0,141,0,0,0
4430218,2008,8,16,6,1814,1731,1856,1814,OO,5917,N925SW,42,43,14,42,43,DEN,COS,72,5,23,0,N,0,42,0,0,0,0
2439959,2008,5,18,7,1947,1920,2051,2030,WN,1599,N279WN,64,70,54,21,27,ONT,OAK,361,5,5,0,N,0,2,0,0,0,19
5359520,2008,9,15,1,1213,1150,1348,1334,CO,1849,N37273,155,164,132,14,23,FLL,IAH,965,6,17,0,N,0,,,,,
6955557,2008,12,2,2,1403,1340,1613,1619,B6,78,N583JB,130,159,108,-6,23,MCO,JFK,944,5,17,0,N,0,,,,,
805456,2008,2,26,2,1709,1110,1919,1315,OO,5807,N986SW,70,65,37,364,359,ORD,IND,177,22,11,0,N,0,0,0,0,0,364
2109930,2008,4,30,3,2120,2055,2241,2223,EV,4274,N970EV,81,88,54,18,25,ATL,OAJ,399,3,24,0,N,0,8,0,0,0,10
4775041,2008,8,20,3,1609,1505,15,2321,AS,14,N565AS,306,316,278,54,64,SEA,EWR,2401,9,19,0,N,0,0,0,0,0,54
6875142,2008,12,22,1,2022,1740,2202,1920,9E,2188,86889E,100,100,68,162,162,IND,DCA,499,6,26,0,N,0,162,0,0,0,0
3399542,2008,6,12,4,1757,1720,1944,1905,MQ,3997,N905JH,107,105,78,39,37,XNA,ORD,522,6,23,0,N,0,0,0,38,0,1
6061578,2008,11,14,5,1747,1619,1924,1809,YV,7121,N445YV,97,110,81,75,88,JAC,DEN,406,6,10,0,N,0,0,0,0,0,75
170394,2008,1,1,2,1039,1013,1155,1122,OO,6396,N957SW,76,69,52,33,26,SFO,BUR,326,4,20,0,N,0,33,0,0,0,0
6987352,2008,12,10,3,657,645,1212,1200,CO,1598,N76516,195,195,169,12,12,SNA,IAH,1347,5,21,0,N,0,,,,,
61667,2008,1,22,2,1116,1100,1154,1145,WN,3244,N287WN,98,105,87,9,16,DAL,ELP,562,3,8,0,N,0,,,,,
1099635,2008,2,15,5,1530,1500,1817,1735,AA,2333,N510AA,167,155,134,42,30,ORD,DFW,802,10,23,0,N,0,23,0,12,0,7
188407,2008,1,13,7,2157,2145,2245,2220,OO,2548,N494CA,48,35,16,25,12,MKE,MSN,74,7,25,0,N,0,25,0,0,0,0
6954020,2008,12,30,2,933,855,1718,1712,AS,8,N514AS,285,317,258,6,38,SEA,EWR,2401,6,21,0,N,0,,,,,
6827654,2008,12,27,6,1915,1845,2117,2055,MQ,3683,N660MQ,122,130,90,22,30,DFW,MSN,821,10,22,0,N,0,0,22,0,0,0
1638454,2008,3,8,6,1754,1505,2244,1850,9E,2851,89609E,230,165,136,234,169,DSM,LGA,1031,12,82,0,N,0,0,0,234,0,0
2250538,2008,4,18,5,2233,2225,2349,2330,9E,5630,89809E,76,65,47,19,8,MSP,MLI,274,3,26,0,N,0,8,0,11,0,0
6916378,2008,12,23,2,853,840,1057,1045,AA,1127,N200AA,124,125,96,12,13,STL,DFW,551,14,14,0,N,0,,,,,
1003162,2008,2,10,7,2156,2020,1,2205,MQ,4891,N706RG,125,105,81,116,96,LGA,CLE,418,5,39,0,N,0,47,0,20,0,49
6413606,2008,11,6,4,2133,2005,2300,2150,B6,1289,N183JB,87,105,72,70,88,BOS,RIC,474,4,11,0,N,0,2,0,0,0,68
368085,2008,1,21,1,116,2235,826,605,FL,52,N290AT,250,270,231,141,161,SFO,ATL,2139,6,13,0,N,0,0,0,0,0,141
2478255,2008,5,30,5,1849,1830,1942,1925,WN,46,N210WN,53,55,42,17,19,HOU,DAL,239,5,6,0,N,0,4,0,0,0,13
4532679,2008,8,1,5,1257,1245,1350,1340,WN,2076,N660SW,53,55,39,10,12,AUS,DAL,189,4,10,0,N,0,,,,,
6594538,2008,12,22,1,1631,1615,1845,1842,YV,7125,N510MJ,74,87,55,3,16,ORD,PIT,412,5,14,0,N,0,,,,,
6636701,2008,12,12,5,630,618,719,702,OO,5719,N584SW,49,44,38,17,12,RDM,PDX,116,3,8,0,N,0,0,12,5,0,0
4812498,2008,8,23,6,553,545,648,637,CO,278,N37253,55,52,39,11,8,SAT,IAH,191,5,11,0,N,0,,,,,
5687033,2008,10,20,1,544,535,658,654,EV,5145,N979EV,74,79,58,4,9,FAY,ATL,331,6,10,0,N,0,,,,,
6823142,2008,12,10,3,752,715,911,820,MQ,3490,N631MQ,79,65,55,51,37,AMA,DFW,313,8,16,0,N,0,0,37,14,0,0
837587,2008,2,26,2,2148,1955,2318,2129,UA,959,N571UA,150,154,117,109,113,ORD,DEN,888,7,26,0,N,0,12,0,0,0,97
786671,2008,2,14,4,1436,1322,1505,1400,OO,6541,N932SW,89,98,74,65,74,BIS,DEN,517,7,8,0,N,0,65,0,0,0,0
3234414,2008,6,8,7,1550,1201,1908,1453,UA,612,N381UA,138,112,101,255,229,ORD,DCA,612,5,32,0,N,0,229,0,26,0,0
2022469,2008,4,1,2,2025,2018,2154,2145,UA,587,N558UA,89,87,67,9,7,SFO,SNA,372,5,17,0,N,0,,,,,
2885287,2008,5,18,7,1903,1550,2140,1840,AA,1022,N5DAAA,157,170,132,180,193,MIA,PHL,1013,8,17,0,N,0,0,0,21,0,159
1677108,2008,3,7,5,1025,925,1240,1145,AA,893,N443AA,135,140,115,55,60,STL,SAT,786,5,15,0,N,0,0,0,0,0,55
2904337,2008,5,6,2,1050,835,1127,910,AA,1695,N523AA,157,155,133,137,135,DFW,PHX,868,6,18,0,N,0,0,79,2,0,56
4314991,2008,8,27,3,1229,1220,1448,1450,WN,77,N506SW,139,150,128,-2,9,MCO,BUF,1011,3,8,0,N,0,,,,,
6458046,2008,11,8,6,941,935,1118,1121,DL,1630,N659DL,97,106,76,-3,6,ATL,RSW,515,4,17,0,N,0,,,,,
4968580,2008,9,15,1,1247,1220,1521,1439,YV,2674,N929LR,94,79,62,42,27,BHM,CLT,351,10,22,0,N,0,0,0,15,0,27
2739068,2008,5,29,4,1014,957,1258,1253,F9,772,N946FR,104,116,80,5,17,LAS,DEN,629,9,15,0,N,0,,,,,
4540655,2008,8,18,1,1905,1846,2022,2008,DL,1750,N920DL,77,82,52,14,19,ATL,DAB,366,3,22,0,N,0,,,,,
2185699,2008,4,27,7,1504,1450,1548,1540,MQ,3957,N659AE,44,50,27,8,14,ORD,MSN,109,4,13,0,N,0,,,,,
3292878,2008,6,30,1,1540,1505,2042,2014,US,353,N817AW,182,189,161,28,35,PHX,MSP,1276,5,16,0,N,0,28,0,0,0,0
5320691,2008,9,5,5,1537,1530,1809,1802,AS,23,N320AS,272,272,240,7,7,ORD,SEA,1721,8,24,0,N,0,,,,,
5220068,2008,9,17,3,1810,1800,1934,1920,MQ,4684,N724AE,84,80,61,14,10,RDU,CMH,361,5,18,0,N,0,,,,,
4538127,2008,8,2,6,1507,1500,1614,1620,WN,2404,N616SW,67,80,54,-6,7,PHX,LAX,370,7,6,0,N,0,,,,,
666924,2008,2,21,4,2153,1955,2234,2050,WN,3758,N641SW,101,115,90,104,118,MCO,MSY,550,2,9,0,N,0,0,0,0,0,104
4472675,2008,8,4,1,1539,1524,1658,1654,UA,571,N364UA,79,90,63,4,15,DEN,SLC,391,5,11,0,N,0,,,,,
4310268,2008,8,26,2,1953,1925,2101,2030,WN,602,N239WN,68,65,50,31,28,BWI,BDL,283,7,11,0,N,0,10,0,3,0,18
918588,2008,2,26,2,1754,1723,2003,1919,EV,4459,N870AS,69,56,40,44,31,HSV,ATL,151,15,14,0,N,0,0,31,13,0,0
4306919,2008,8,25,1,1117,1110,1231,1225,WN,1734,N383SW,74,75,60,6,7,BWI,MHT,377,3,11,0,N,0,,,,,
4864383,2008,9,9,2,1605,1540,1708,1645,WN,754,N461WN,63,65,51,23,25,BWI,BDL,283,4,8,0,N,0,23,0,0,0,0
5452049,2008,10,23,4,2226,2135,2325,2245,WN,775,N217JC,59,70,49,40,51,PHX,SAN,304,2,8,0,N,0,0,0,0,0,40
1415705,2008,3,5,3,1314,1155,1508,1424,UA,581,N825UA,234,269,219,44,79,ORD,PDX,1739,4,11,0,N,0,44,0,0,0,0
6972913,2008,12,29,1,1752,1745,2227,2225,CO,351,N14358,215,220,187,2,7,AUS,EWR,1504,11,17,0,N,0,,,,,
5102928,2008,9,26,5,1048,940,1825,1703,US,310,N803AW,277,263,239,82,68,LAS,CLT,1916,16,22,0,N,0,0,0,14,0,68
1475698,2008,3,30,7,1850,1812,2322,2215,US,1998,N104UW,272,243,227,67,38,SJU,PHL,1576,10,35,0,N,0,0,0,29,0,38
1247407,2008,3,24,1,2102,2055,2124,2125,WN,68,N638SW,82,90,72,-1,7,SAT,ELP,496,3,7,0,N,0,,,,,
4376900,2008,8,19,2,619,601,927,915,YV,7238,N514MJ,128,134,107,12,18,ORD,JAX,865,3,18,0,N,0,,,,,
2124806,2008,4,29,2,1304,1258,1509,1505,EV,4777,N682BR,125,127,99,4,6,ATL,SYR,793,6,20,0,N,0,,,,,
1516564,2008,3,24,1,1912,1858,2033,2014,EV,4647,N712EV,81,76,47,19,14,CHS,ATL,259,25,9,0,N,0,14,0,5,0,0
6553387,2008,12,31,3,1745,1705,1835,1800,WN,1913,N777QC,110,115,91,35,40,BWI,BNA,588,6,13,0,N,0,22,0,0,0,13
1892283,2008,4,11,5,1146,1138,1255,1250,XE,2314,N13979,69,72,52,5,8,DFW,IAH,224,7,10,0,N,0,,,,,
5962822,2008,11,9,7,1520,1505,1538,1520,WN,1072,N642WN,78,75,66,18,15,TUS,SAN,367,3,9,0,N,0,7,0,3,0,8
3870249,2008,7,23,3,816,743,1015,945,UA,1584,N440UA,119,122,96,30,33,PHX,SFO,651,12,11,0,N,0,30,0,0,0,0
194693,2008,1,16,3,1102,912,1151,1024,OO,6752,N943SW,109,132,96,87,110,SYR,ORD,607,4,9,0,N,0,87,0,0,0,0
5121830,2008,9,22,1,1738,1720,1927,1911,DL,1079,N948DL,109,111,80,16,18,IAD,ATL,533,11,18,0,N,0,11,0,0,0,5
1212371,2008,3,14,5,2023,2015,2139,2130,WN,3312,N631SW,76,75,58,9,8,DAL,MSY,437,3,15,0,N,0,,,,,
4025519,2008,7,9,3,1857,1845,1943,1930,MQ,4096,N900AE,46,45,18,13,12,ORD,MKE,67,5,23,0,N,0,,,,,
3543504,2008,6,11,3,2031,2010,2255,2246,B6,58,N516JB,144,156,126,9,21,MCO,JFK,944,7,11,0,N,0,,,,,
3161120,2008,6,24,2,1945,1925,2209,2139,OH,5632,N959CA,144,134,115,30,20,CVG,PWM,810,4,25,0,N,0,20,0,10,0,0
4511127,2008,8,14,4,1713,1705,1830,1829,US,1767,N440US,77,84,57,1,8,BWI,CLT,361,6,14,0,N,0,,,,,
1470060,2008,3,26,3,1124,1115,1856,1919,US,734,N189UW,272,304,259,-23,9,LAX,PHL,2401,4,9,0,N,0,,,,,
4724227,2008,8,10,7,757,750,928,929,AA,591,N424AA,151,159,131,-1,7,BOS,ORD,867,5,15,0,N,0,,,,,
349420,2008,1,13,7,1851,1845,2056,2100,F9,709,N918FR,245,255,229,-4,6,RSW,DEN,1606,6,10,0,N,0,,,,,
6814710,2008,12,26,5,57,2115,135,2145,HA,378,N485HA,38,30,19,230,222,LIH,HNL,102,10,9,0,N,0,222,0,0,0,8
6897078,2008,12,18,4,1606,1555,1951,1900,AA,127,N382AA,405,365,372,51,11,JFK,SAN,2446,3,30,0,N,0,0,0,41,0,10
785741,2008,2,14,4,1026,956,1139,1105,OO,4048,N668CA,73,69,36,34,30,SLC,JAC,205,5,32,0,N,0,34,0,0,0,0
3007256,2008,6,6,5,2154,2015,26,2240,WN,2599,N330SW,92,85,65,106,99,LAS,ABQ,487,5,22,0,N,0,0,0,16,0,90
4882190,2008,9,14,7,1453,1425,1607,1530,WN,306,N797MX,74,65,60,37,28,OAK,BUR,325,2,12,0,N,0,28,0,9,0,0
1050415,2008,2,27,3,643,620,808,729,9E,5871,89249E,85,69,37,39,23,ERI,DTW,163,16,32,0,N,0,23,0,16,0,0
4491504,2008,8,2,6,2000,1859,2320,2235,UA,1536,N486UA,140,156,123,45,61,ORD,MCO,1005,4,13,0,N,0,5,0,0,0,40
6204604,2008,11,15,6,2038,2030,2237,2221,DL,873,N983DL,119,111,94,16,8,ATL,FLL,581,5,20,0,N,0,8,0,8,0,0
5329597,2008,9,27,6,1325,1230,1554,1502,AS,459,N755AS,149,152,133,52,55,LAX,SEA,954,6,10,0,N,0,0,0,0,0,52
4179162,2008,7,28,1,1353,1345,1529,1545,B6,1086,N265JB,96,120,80,-16,8,CLT,JFK,541,3,13,0,N,0,,,,,
586866,2008,1,26,6,1645,1545,1732,1640,CO,341,N58606,47,55,26,52,60,IAH,AUS,140,4,17,0,N,0,52,0,0,0,0
3216838,2008,6,10,2,1459,1440,1702,1703,UA,75,N669UA,303,323,277,-1,19,SFO,HNL,2398,3,23,0,N,0,,,,,
2517222,2008,5,22,4,1718,1705,1849,1829,XE,2638,N28518,91,84,74,20,13,GPT,IAH,376,7,10,0,N,0,13,0,7,0,0
4040257,2008,7,28,1,805,700,947,830,MQ,4692,N738NR,162,150,140,77,65,RDU,MCI,904,3,19,0,N,0,65,0,12,0,0
2964181,2008,5,18,7,855,835,1001,941,CO,623,N14334,66,66,45,20,20,IAH,MSY,305,6,15,0,N,0,3,0,0,0,17
1308406,2008,3,1,6,1500,1344,1545,1435,YV,7307,N87353,45,51,26,70,76,ORD,BMI,116,4,15,0,N,0,70,0,0,0,0
2068677,2008,4,21,1,1441,1435,1656,1652,US,1591,N459UW,135,137,111,4,6,BOS,CLT,728,8,16,0,N,0,,,,,
2978806,2008,5,4,7,609,600,846,856,DL,1120,N371DA,97,116,81,-10,9,LAX,SLC,590,6,10,0,N,0,,,,,
2855635,2008,5,22,4,1916,1910,2000,1955,9E,5659,86119E,44,45,19,5,6,MSP,RST,76,3,22,0,N,0,,,,,
3510998,2008,6,6,5,2044,2020,2145,2110,AA,1731,N418AA,61,50,32,35,24,DFW,AUS,190,5,24,0,N,0,24,0,11,0,0
1952622,2008,4,25,5,2305,1805,145,2052,OH,5315,N642CA,100,107,83,293,300,MSP,CVG,596,2,15,0,N,0,293,0,0,0,0
1052532,2008,2,22,5,1002,945,1105,1050,9E,5938,85779E,63,65,38,15,17,MEM,JAN,189,5,20,0,N,0,15,0,0,0,0
932305,2008,2,3,7,733,600,825,648,F9,823,N950FR,112,108,84,97,93,MCI,DEN,533,20,8,0,N,0,93,0,4,0,0
671625,2008,2,22,5,1630,1545,1748,1715,WN,1009,N630WN,78,90,55,33,45,SFO,LAX,337,4,19,0,N,0,4,0,0,0,29
729250,2008,2,4,1,1238,1145,1505,1339,YV,2853,N919FJ,147,114,113,86,53,DEN,PHX,602,9,25,0,N,0,0,0,86,0,0
6221321,2008,11,29,6,1918,1855,2124,2046,DL,740,N677DL,126,111,75,38,23,ATL,BWI,576,7,44,0,N,0,0,7,15,0,16
1625188,2008,3,8,6,1707,1609,1901,1820,NW,1177,N764NC,114,131,87,41,58,BDL,DTW,548,9,18,0,N,0,0,0,4,0,37
2323814,2008,4,27,7,1429,1330,1639,1533,AS,305,N769AS,130,123,89,66,59,SFO,SEA,679,5,36,0,N,0,59,0,7,0,0
6628112,2008,12,29,1,1023,1015,1256,1314,OO,4814,N824SK,93,119,80,-18,8,SFO,SLC,599,4,9,0,N,0,,,,,
505348,2008,1,24,4,2035,2025,2355,2345,AA,1333,N4XSAA,260,260,243,10,10,BOS,DFW,1562,3,14,0,N,0,,,,,
6517322,2008,12,19,5,646,640,811,755,WN,2855,N484WN,205,195,193,16,6,HOU,LAS,1235,5,7,0,N,0,6,0,10,0,0
6577449,2008,12,4,4,1550,1437,1719,1629,XE,2522,N11109,89,112,64,50,73,GSO,EWR,446,19,6,0,N,0,0,0,50,0,0
3289158,2008,6,27,5,908,857,1658,1709,US,12,N660AW,290,312,263,-11,11,PHX,JFK,2153,3,24,0,N,0,,,,,
63789,2008,1,22,2,2159,2140,2258,2250,WN,1772,N401WN,59,70,46,8,19,SAN,LAS,258,5,8,0,N,0,,,,,
1143572,2008,2,11,1,1226,1155,2002,1953,CO,1569,N57852,276,298,248,9,31,LAS,EWR,2227,8,20,0,N,0,,,,,
2694733,2008,5,20,2,2308,2005,51,2145,DL,1604,N683DA,103,100,72,186,183,ATL,PBI,545,7,24,0,N,0,183,0,3,0,0
3159660,2008,6,22,7,1445,1355,1740,1552,OH,5291,N710CA,235,177,159,108,50,JFK,MSP,1028,5,71,0,N,0,0,50,58,0,0
4111482,2008,7,22,2,1332,1305,1800,1740,AA,732,N548AA,208,215,185,20,27,DFW,LGA,1389,9,14,0,N,0,0,0,20,0,0
1183605,2008,3,5,3,1719,1700,1826,1815,WN,1860,N645SW,67,75,51,11,19,OAK,LAX,337,9,7,0,N,0,,,,,
4778393,2008,8,28,4,1411,1045,1626,1319,AS,581,N614AS,135,154,120,187,206,SNA,PDX,859,3,12,0,N,0,0,0,0,0,187
6056448,2008,11,6,4,2117,1955,2208,2047,YV,7203,N571ML,51,52,28,81,82,ORD,MLI,139,2,21,0,N,0,0,0,0,0,81
2207603,2008,4,24,4,2003,1927,2145,2049,NW,140,N371NW,102,82,66,56,36,MSP,ORD,334,5,31,0,N,0,0,0,56,0,0
3044371,2008,6,17,2,1705,1515,1857,1655,WN,20,N384SW,232,220,218,122,110,MCI,PDX,1481,3,11,0,N,0,0,0,12,0,110
3835129,2008,7,2,3,2015,1931,2138,2045,UA,131,N431UA,143,134,113,53,44,ATL,ORD,606,10,20,0,N,0,0,0,53,0,0
3446998,2008,6,28,6,1319,1245,1412,1336,NW,1529,N675MC,53,51,35,36,34,DLH,MSP,144,6,12,0,N,0,7,0,2,0,27
2712955,2008,5,12,1,608,600,902,854,EV,4318,N859AS,114,114,91,8,8,TUL,ATL,674,6,17,0,N,0,,,,,
2029909,2008,4,6,7,1351,1330,2211,2213,UA,852,N502UA,320,343,289,-2,21,SFO,JFK,2586,9,22,0,N,0,,,,,
484308,2008,1,18,5,1932,1915,2130,2025,AA,426,N259AA,118,70,41,65,17,IAH,DFW,224,27,50,0,N,0,0,0,48,0,17
914549,2008,2,5,2,2228,2150,2349,2317,EV,4326,N923EV,81,87,64,32,38,ATL,ROA,357,5,12,0,N,0,0,32,0,0,0
6727419,2008,12,29,1,1600,1550,1727,1721,US,723,N417US,147,151,122,6,10,PHL,ORD,678,10,15,0,N,0,,,,,
5827594,2008,10,23,4,1037,1030,1349,1345,AA,304,N3APAA,132,135,113,4,7,DFW,TPA,929,6,13,0,N,0,,,,,
2500199,2008,5,24,6,1042,1030,1358,1330,XE,2980,N16976,136,120,110,28,12,IAH,TYS,772,2,24,0,N,0,12,0,16,0,0
1924421,2008,4,9,3,1932,1900,2049,2010,YV,7114,N456YV,77,70,61,39,32,GJT,DEN,212,7,9,0,N,0,0,39,0,0,0
1492132,2008,3,24,1,1459,1420,1733,1703,DL,1846,N948DL,154,163,120,30,39,MCO,LGA,950,13,21,0,N,0,0,0,0,0,30
471302,2008,1,12,6,739,705,919,849,9E,5797,88949E,100,104,76,30,34,DSM,MEM,490,8,16,0,N,0,30,0,0,0,0
5445144,2008,10,21,2,918,830,1054,940,WN,863,N644SW,96,70,57,74,48,PHX,SAN,304,4,35,0,N,0,0,48,26,0,0
3820306,2008,7,25,5,1951,1925,2113,2047,OO,6543,N934SW,82,82,60,26,26,ABQ,DEN,349,9,13,0,N,0,0,0,0,0,26
3413313,2008,6,3,2,942,925,1032,1010,MQ,4524,N618AE,50,45,25,22,17,MSN,ORD,109,6,19,0,N,0,0,0,5,0,17
174717,2008,1,4,5,2208,2008,2310,2100,OO,5422,N582SW,62,52,34,130,120,LAX,SAN,109,5,23,0,N,0,0,130,0,0,0
6545277,2008,12,28,7,1250,1225,1424,1420,WN,2375,N340LV,154,175,141,4,25,OMA,PHX,1037,5,8,0,N,0,,,,,
287609,2008,1,25,5,2036,1953,2136,2107,US,208,N678AW,60,74,43,29,43,PHX,ABQ,328,6,11,0,N,0,29,0,0,0,0
986082,2008,2,18,1,1654,1600,1757,1710,MQ,4049,N923AE,63,70,49,47,54,ORD,RST,268,3,11,0,N,0,0,9,0,0,38
3120874,2008,6,15,7,1302,1247,1720,1630,XE,2447,N16963,198,163,164,50,15,STL,EWR,872,17,17,0,N,0,0,0,35,0,15
1075949,2008,2,1,5,1305,1235,1410,1345,AA,1186,N442AA,65,70,42,25,30,STL,ORD,258,10,13,0,N,0,0,5,0,0,20
1548396,2008,3,21,5,828,815,1113,1030,FL,360,N276AT,165,135,111,43,13,ATL,LGA,761,17,37,0,N,0,0,0,43,0,0
1871650,2008,4,27,7,1430,1350,1956,1915,WN,2008,N328SW,206,205,192,41,40,OAK,MCI,1489,5,9,0,N,0,15,0,1,0,25
6559123,2008,12,27,6,1551,1525,1753,1737,XE,2260,N14916,122,132,99,16,26,EWR,CVG,569,6,17,0,N,0,2,0,0,0,14
6738893,2008,12,15,1,945,935,1238,1233,DL,976,N932DL,113,118,93,5,10,MCI,ATL,692,9,11,0,N,0,,,,,
4411475,2008,8,5,2,1107,945,1226,1059,OO,5481,N284YV,79,74,61,87,82,RDD,SFO,199,8,10,0,N,0,0,0,87,0,0
3234898,2008,6,16,1,2102,1749,2223,1859,UA,627,N802UA,141,130,97,204,193,DCA,ORD,612,15,29,0,N,0,82,0,11,0,111
4282710,2008,8,17,7,1354,1340,1511,1505,WN,1832,N917WN,77,85,62,6,14,RNO,LAX,390,5,10,0,N,0,,,,,
4786622,2008,8,13,3,754,745,1014,957,B6,305,N659JB,320,312,298,17,9,IAD,LGB,2277,4,18,0,N,0,0,0,8,0,9
616204,2008,2,5,2,1329,1155,1600,1425,WN,795,N610WN,151,150,129,95,94,TPA,PHL,920,5,17,0,N,0,94,0,1,0,0
710192,2008,2,20,3,1043,1020,1228,1210,XE,2197,N14508,105,110,83,18,23,GRR,EWR,605,8,14,0,N,0,0,0,0,0,18
4040343,2008,7,29,2,1246,1240,1423,1415,MQ,4694,N710TB,97,95,66,8,6,JFK,RDU,426,7,24,0,N,0,,,,,
1101618,2008,2,13,3,2301,1935,36,2105,AA,2467,N458AA,155,150,136,211,206,MCO,STL,880,3,16,0,N,0,8,0,5,0,198
1017561,2008,2,27,3,1329,1320,1614,1611,NW,762,N771NC,105,111,81,3,9,MSP,DTW,528,7,17,0,N,0,,,,,
5479843,2008,10,31,5,1813,1805,2043,2019,XE,2874,N22971,150,134,98,24,8,CHS,EWR,628,31,21,0,N,0,0,0,16,0,8
1020515,2008,2,27,3,1723,1649,1829,1800,NW,953,N305US,126,131,103,29,34,MCO,MEM,683,8,15,0,N,0,3,0,0,0,26
3802794,2008,7,15,2,1352,1307,1450,1412,OO,5774,N288SW,58,65,45,38,45,PSP,LAS,173,7,6,0,N,0,38,0,0,0,0
5742924,2008,10,15,3,1230,1205,1402,1350,MQ,3350,N678MQ,92,105,78,12,25,MOB,DFW,540,5,9,0,N,0,,,,,
1369621,2008,3,15,6,1409,1340,1734,1718,OO,4069,N815SK,145,158,118,16,29,SLC,DFW,988,13,14,0,N,0,16,0,0,0,0
250733,2008,1,5,6,2029,1836,152,17,UA,1434,N486UA,203,221,185,95,113,DEN,MIA,1709,4,14,0,N,0,6,0,0,0,89
5998029,2008,11,20,4,1731,1705,2118,2100,WN,470,N466WN,167,175,148,18,26,MDW,FLL,1166,6,13,0,N,0,3,0,0,0,15
5128585,2008,9,28,7,1335,1225,1546,1510,DL,134,N182DN,131,165,108,36,70,ATL,JFK,760,7,16,0,N,0,36,0,0,0,0
958007,2008,2,28,4,1734,1724,1933,1932,FL,397,N290AT,119,128,104,1,10,IND,MCO,828,6,9,0,N,0,,,,,
1289879,2008,3,14,5,1746,1545,1950,1800,XE,3039,N14977,124,135,98,110,121,EWR,CAE,602,5,21,0,N,0,10,0,0,0,100
3304949,2008,6,23,1,2139,2130,2337,2321,DL,1790,N978DL,118,111,73,16,9,ATL,IAD,533,12,33,0,N,0,0,0,7,0,9
6666086,2008,12,23,2,1847,1703,2151,2018,UA,218,N582UA,124,135,108,93,104,SNA,DEN,846,9,7,0,N,0,0,0,0,0,93
736916,2008,2,14,4,1317,1015,1419,1121,YV,7139,N37342,62,66,42,178,182,RDU,IAD,224,4,16,0,N,0,0,0,0,0,178
